Id,Month,Day,Year,Site,SpeciesCode,IndividualID,Sex,Detection,Distance,FlightDirection,Behavior,BirdHeight,LocationinPlant,PlantGenus,SunorShade,NumFlowersVisited,Comments
5,5,29,2013,HC,BBLH,,M,V,13.5,NW,F1,,,,,,
6,5,29,2013,HC,BBLH,,M,V,13.5,NW,P,4,Middle,MESQUITE,Sun,,
7,5,29,2013,HC,BBLH,,M,V,13.5,NW,F1,,,,,,
20,5,28,2013,HC,BBLH,1,M,V,3,S,FN,6,Upper,CHILOPSIS,Sun,4,
21,5,28,2013,HC,BBLH,1,M,V,3,S,P,,,,,,
22,5,28,2013,HC,BBLH,1,M,V,3,S,F1,,,,,,
45,5,28,2013,HC,BBLH,1,M,V,12,E,FN,6,Upper,CHILOPSIS,Sun,4,
46,5,28,2013,HC,BBLH,1,M,V,12,E,CD,,,,,,
66,5,28,2013,HC,BBLH,,M,V,10.5,W,FO,,,,,,
80,5,27,2013,HC,BBLH,,M,V,7,N,FN,0.800000012,Top,ANISACANTHUS,Sun,8,
81,5,27,2013,HC,BBLH,,M,V,7,N,F1,,,,,,
103,5,27,2013,HC,BBLH,1,M,V,7,SE,AG,1,,,Sun,,
104,5,27,2013,HC,BBLH,1,M,V,7,SE,F1,,,,,,
105,5,27,2013,HC,BBLH,2,M,V,7,SE,CD,1,,,Sun,,
106,5,27,2013,HC,BBLH,2,M,V,7,SE,F1,,,,,,
150,5,27,2013,HC,BBLH,,M,V,25,W,FO,10,,,,,
151,5,27,2013,HC,BBLH,,M,S,7,,FO,,,,,,
153,5,27,2013,HC,BBLH,,F,V,2,E,F1,,,,,,
154,5,27,2013,HC,BBLH,,F,V,2,E,P,7,,OAK,Shade,,
155,5,27,2013,HC,BBLH,,F,V,3,E,F1,,,,,,
156,5,27,2013,HC,BBLH,,F,V,3,E,HH,,,,Sun,,
160,5,28,2013,HC,BBLH,,F,V,7,W,F1,,,,,,
161,5,28,2013,HC,BBLH,,F,V,7,W,P,,Middle,OAK,Shade,,
162,5,28,2013,HC,BBLH,,F,V,7,W,F1,,,,,,
167,5,28,2013,HC,BBLH,,F,V,,NW,AG,,,MESQUITE,,,
168,5,28,2013,HC,BBLH,,F,V,,NW,F1,,,,,,
173,5,28,2013,HC,BBLH,1,F,V,6,,F1,,,,,,
174,5,28,2013,HC,BBLH,1,F,V,6,,P,10,,SYCAMORE,Shade,,
175,5,28,2013,HC,BBLH,1,F,V,6,,F1,,,,,,
176,5,28,2013,HC,BBLH,2,F,V,25,,FO,,,,,,
177,5,28,2013,HC,BBLH,,F,V,4,W,FN,1.5,Middle,ANISACANTHUS,Shade,,
178,5,28,2013,HC,BBLH,,F,V,4,W,F1,,,,,,
179,5,28,2013,HC,BBLH,,F,V,20,E,V,,,,,,
180,5,28,2013,HC,BBLH,,F,V,20,E,F1,,,,,,
181,5,28,2013,HC,BBLH,,F,V,20,E,P,14,Top,JUNIPER,Shade,,
182,5,28,2013,HC,BBLH,,F,V,6,,V,,,,,,
183,5,28,2013,HC,BBLH,,F,V,6,,P,6,Top,SALIX,Shade,,
184,5,28,2013,HC,BBLH,,U,S,,,V,,,,,,
186,5,28,2013,HC,BBLH,,M,V,2,,SG,3,Middle,JUNIPER,,,
188,5,27,2013,HC,BBLH,,M,V,8,SW,FO,,,,Sun,,
203,5,29,2013,HC,BBLH,1,M,V,41,NE,F1,,,,,,
204,5,29,2013,HC,BBLH,1,M,V,41,NE,P,3,Upper,MESQUITE,Sun,,
205,5,29,2013,HC,BBLH,1,M,V,41,NE,AG,,,,,,
207,5,29,2013,HC,BBLH,,U,V,22,W,FO,,,,,,
208,5,29,2013,HC,BBLH,1,M,V,10,,F1,,,,,,
209,5,29,2013,HC,BBLH,1,M,V,10,,P,,,,,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
210,5,29,2013,HC,BBLH,1,M,V,10,,HH,5,Middle,OAK,Shade,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
211,5,29,2013,HC,BBLH,1,M,V,10,,F1,,,,,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
212,5,29,2013,HC,BBLH,2,M,V,10,,F1,,,,,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
213,5,29,2013,HC,BBLH,2,M,V,10,,P,5,Middle,OAK,Shade,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
214,5,29,2013,HC,BBLH,2,M,V,10,,F1,,,,,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
215,5,29,2013,HC,BBLH,2,M,V,10,,P,,,,,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
216,5,29,2013,HC,BBLH,3,M,V,12.5,E,F1,2,Middle,JUNIPER,Shade,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
217,5,29,2013,HC,BBLH,3,M,V,12.5,E,AG,,,,,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
218,5,29,2013,HC,BBLH,3,M,V,12.5,E,P,,,,,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
219,5,29,2013,HC,BBLH,3,M,V,12.5,E,F1,,,,,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
220,5,29,2013,HC,BBLH,4,M,V,12.5,E,F1,2,Middle,JUNIPER,Shade,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
221,5,29,2013,HC,BBLH,4,M,V,12.5,E,CD,,,,,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
222,5,29,2013,HC,BBLH,4,M,V,12.5,E,P,,,,,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
223,5,29,2013,HC,BBLH,4,M,V,12.5,E,F1,,,,,,4 BIRDS AT THE SAME TIME HARD TO SEE BEHAVIORS
224,5,29,2013,HC,BBLH,,M,WH,20,,,,,,,,
225,5,29,2013,HC,BBLH,,M,V,34,,F1,,,,,,
226,5,29,2013,HC,BBLH,,M,V,34,,P,4,Upper,OAK,,,
227,5,29,2013,HC,BBLH,1,M,V,10,,AG,,,,,,
228,5,29,2013,HC,BBLH,2,M,V,10,,CD,,,,,,
229,5,29,2013,HC,BBLH,,U,S,20,,V,,,,,,
231,5,29,2013,HC,BBLH,1,M,V,19,,AG,,Top,,Sun,,
232,5,29,2013,HC,BBLH,2,M,V,19,,CD,,Top,,Sun,,
233,5,29,2013,HC,BBLH,,U,C,20,,V,,,,,,
234,5,29,2013,HC,BBLH,,M,V,10,S,FO,,,,,,
240,5,29,2013,HC,BBLH,,U,C,15,,FO,,,,,,
244,5,15,2013,HC,BBLH,,M,V,20,W,P,,,,,,
245,5,15,2013,HC,BBLH,,M,V,20,W,F1,,,,,,
246,5,15,2013,HC,BBLH,,M,V,20,W,P,,,,,,
247,5,15,2013,HC,BBLH,,M,V,20,W,F1,,,,,,
251,5,15,2013,HC,BBLH,1,M,V,35,S,P,,,,,,
252,5,15,2013,HC,BBLH,1,M,V,35,S,AG,,,,,,
253,5,15,2013,HC,BBLH,1,M,V,35,S,P,,,,,,
254,5,15,2013,HC,BBLH,1,M,V,35,S,F1,,,,,,
255,5,15,2013,HC,BBLH,2,M,V,10.5,E,P,,,,,,
256,5,15,2013,HC,BBLH,2,M,V,10.5,E,CD,,,,,,
257,5,15,2013,HC,BBLH,2,M,V,10.5,E,F1,,,,,,
258,5,15,2013,HC,BBLH,1,M,V,15,E,F1,,,,,,
259,5,15,2013,HC,BBLH,1,M,V,15,E,P,,,,,,
260,5,15,2013,HC,BBLH,1,M,V,15,E,F1,,,,,,
261,5,15,2013,HC,BBLH,2,M,V,15,E,F1,,,,,,
262,5,15,2013,HC,BBLH,2,M,V,15,E,P,,,,,,
263,5,15,2013,HC,BBLH,2,M,V,15,E,F1,,,,,,
274,5,15,2013,HC,BBLH,3,U,S,,N,FO,,,,,,
282,5,15,2013,HC,BBLH,2,M,V,19,W,P,,,,,,
283,5,15,2013,HC,BBLH,2,M,V,19,W,F1,,,,,,
284,5,15,2013,HC,BBLH,2,M,V,19,W,P,,,,,,
285,5,15,2013,HC,BBLH,2,M,V,19,W,F1,,,,,,
290,5,15,2013,HC,BBLH,2,F,V,11,W,F1,,,,,,
291,5,15,2013,HC,BBLH,2,F,V,11,W,CM,,,,,,
292,5,15,2013,HC,BBLH,2,F,V,11,W,F1,,,,,,
293,5,15,2013,HC,BBLH,2,F,V,11,W,NB,,,,,,
295,5,15,2013,HC,BBLH,,M,V,29,,P,,,,,,
296,5,15,2013,HC,BBLH,,M,V,29,,F1,,,,,,
297,5,15,2013,HC,BBLH,,M,V,29,,P,,,,,,
344,5,15,2013,HC,BBLH,,F,V,12,S,F1,,,,,,
345,5,15,2013,HC,BBLH,,F,V,12,S,P,,,,,,
346,5,15,2013,HC,BBLH,,F,V,12,S,F1,,,,,,
379,5,16,2013,HC,BBLH,,F,V,8,NE,H,,,,,,
380,5,16,2013,HC,BBLH,,F,V,8,NE,F1,,,,,,
381,5,16,2013,HC,BBLH,,F,V,8,NE,P,,,,,,
382,5,16,2013,HC,BBLH,,F,V,8,NE,F1,,,,,,
383,5,16,2013,HC,BBLH,,F,V,8,N,F1,,,,,,
384,5,16,2013,HC,BBLH,,F,V,8,N,P,,,,,,
385,5,16,2013,HC,BBLH,,F,V,8,N,F1,,,,,,
386,5,16,2013,HC,BBLH,,F,V,8,N,P,,,,,,
423,5,28,2013,HC,BBLH,,U,V,14,S,P,8,Upper,OAK,Shade,,
424,5,28,2013,HC,BBLH,,U,V,14,S,V,,,,,,
425,5,28,2013,HC,BBLH,,U,V,14,S,F1,,,,,,
808,6,10,2013,HC,BBLH,,F,V,27,E,F1,,,,,,
809,6,10,2013,HC,BBLH,,F,V,27,E,P,1.5,Top,MESQUITE,Sun,,
810,6,10,2013,HC,BBLH,,F,V,27,E,V,1.5,Top,MESQUITE,Sun,,
811,6,10,2013,HC,BBLH,,F,V,27,E,F1,,,,,,
815,6,10,2013,HC,BBLH,,F,V,8,,CM,1.5,Upper,OAK,Shade,,
816,6,10,2013,HC,BBLH,,F,V,8,,F1,3,,,,,
817,6,10,2013,HC,BBLH,,F,V,8,,CM,1,Middle,DEAD TREE,Sun,,
818,6,10,2013,HC,BBLH,,F,C,13.5,N,F1,1.5,,,,,
819,6,10,2013,HC,BBLH,,F,C,13.5,N,CM,1.799999952,Lower,OAK,Shade,,WAS SEEN PULLING THE FLAGGING ON THE OAK.
820,6,10,2013,HC,BBLH,,F,C,13.5,N,F1,4,,,Sun,,
834,6,11,2013,HC,BBLH,,M,V,10,E,FO,,,,,,
836,6,11,2013,HC,BBLH,1,M,V,5,W,F1,,,,,,
837,6,11,2013,HC,BBLH,1,M,V,5,W,FN,3,Top,CHILOPSIS,Shade,2,
838,6,11,2013,HC,BBLH,1,M,V,5,W,CD,,,,,,
839,6,11,2013,HC,BBLH,2,M,V,5,W,F1,,,,,,
840,6,11,2013,HC,BBLH,2,M,V,5,W,AG,,,,,,
841,6,11,2013,HC,BBLH,2,M,V,5,W,P,3,Top,CHILOPSIS,Shade,,
842,6,11,2013,HC,BBLH,2,M,V,5,W,F1,,,,,,
843,6,11,2013,HC,BBLH,,U,S,10,W,V,,,,,,
844,6,11,2013,HC,BBLH,,U,S,10,W,FO,,,,,,
848,6,11,2013,HC,BBLH,2,M,V,5,W,FO,,,,,,
852,6,11,2013,HC,BBLH,,M,V,10.5,E,F1,,,,,,
853,6,11,2013,HC,BBLH,,M,V,10.5,E,P,7,Middle,SYCAMORE,Shade,,
854,6,11,2013,HC,BBLH,,M,V,10.5,E,F1,,,,,,
855,6,11,2013,HC,BBLH,,M,S,10,W,V,,,,,,
862,6,11,2013,HC,BBLH,,F,V,5,S,N,5,Middle,SYCAMORE,Shade,,
863,6,11,2013,HC,BBLH,,F,V,5,S,F1,,,,,,
867,6,11,2013,HC,BBLH,,M,V,4,S,F1,,,,,,
868,6,11,2013,HC,BBLH,,M,V,4,S,FN,3,Upper,CHILOPSIS,Shade,4,
869,6,11,2013,HC,BBLH,,M,V,4,S,F1,,,,,,
873,6,11,2013,HC,BBLH,,M,V,17.5,W,F1,,,,,,
874,6,11,2013,HC,BBLH,,M,V,17.5,W,FN,2,Lower,CHILOPSIS,Shade,25,
875,6,11,2013,HC,BBLH,,M,V,17.5,W,P,,,,,,
877,6,11,2013,HC,BBLH,,U,V,6,W,F1,,,,,,
878,6,11,2013,HC,BBLH,,U,V,6,W,FN,2,Middle,CHILOPSIS,Sun,2,JUVENILE
879,6,11,2013,HC,BBLH,,M,V,3,N,F1,,,,,,
880,6,11,2013,HC,BBLH,,M,V,3,N,FN,3,Middle,CHILOPSIS,Sun,2,
881,6,11,2013,HC,BBLH,,U,V,5,W,F1,,,,,,JUVENILE
882,6,11,2013,HC,BBLH,,U,V,5,W,FN,4,Upper,CHILOPSIS,Shade,9,JUVENILE. SEEN EATING IN CALLIANDRA ALSO
883,6,11,2013,HC,BBLH,,U,V,5,W,F1,,,,,,JUVENILE
884,6,11,2013,HC,BBLH,1,M,V,25,E,FO,,,,,,
886,6,11,2013,HC,BBLH,,M,V,15,W,F1,,,,,,
887,6,11,2013,HC,BBLH,,M,V,15,W,P,4,Upper,CHILOPSIS,Shade,,
888,6,11,2013,HC,BBLH,,M,V,15,W,F1,,,,,,
889,6,11,2013,HC,BBLH,1,M,V,7,E,P,3,Lower,SYCAMORE,Shade,,
890,6,11,2013,HC,BBLH,1,M,V,7,E,CD,,,,,,BY AN UNKNOWN HUMMINGBIRD
891,6,11,2013,HC,BBLH,1,M,V,7,E,F1,,,,,,
909,6,11,2013,HC,BBLH,,U,S,15,,V,,,,,,
922,6,11,2013,HC,BBLH,1,F,V,10,W,H,2,,,,,HOVERING OVER WATER
923,6,11,2013,HC,BBLH,1,F,V,10,W,AG,,,,,,
924,6,11,2013,HC,BBLH,1,F,V,10,W,P,4,Upper,MESQUITE,Shade,,
925,6,11,2013,HC,BBLH,1,F,V,10,W,AG,,,,,,
926,6,11,2013,HC,BBLH,1,F,V,10,W,P,4,Upper,MESQUITE,Shade,,
927,6,11,2013,HC,BBLH,1,F,V,10,W,HH,2,,,Shade,,OVER WATER
928,6,11,2013,HC,BBLH,1,F,V,10,W,P,6,Upper,SALIX,Shade,,
929,6,11,2013,HC,BBLH,1,F,V,10,W,HH,2,,,,,OVER WATER
930,6,11,2013,HC,BBLH,1,F,V,10,W,P,6,Upper,SALIX,Shade,,
931,6,11,2013,HC,BBLH,1,F,V,10,W,F1,,,,,,
932,6,11,2013,HC,BBLH,,F,V,10,NE,CD,,,,,,
933,6,11,2013,HC,BBLH,,F,V,10,NE,P,4,Upper,MESQUITE,Sun,,
934,6,11,2013,HC,BBLH,,F,V,10,NE,CD,,,,,,
935,6,11,2013,HC,BBLH,,F,V,10,NE,F1,,,,,,
936,6,11,2013,HC,BBLH,,F,V,6,NE,H,,,OAK,,,
937,6,11,2013,HC,BBLH,,F,V,6,NE,P,2,Lower,OAK,Sun,,
938,6,11,2013,HC,BBLH,,F,V,6,NE,F1,,,,,,
939,6,11,2013,HC,BBLH,,F,V,6,NE,P,5,Middle,OAK,Sun,,
940,6,11,2013,HC,BBLH,,F,V,6,NE,F1,,,,,,
941,6,11,2013,HC,BBLH,,F,V,6,NE,P,4,Middle,JUNIPER,Sun,,
942,6,11,2013,HC,BBLH,,F,V,6,NE,F1,,,,,,
943,6,11,2013,HC,BBLH,,F,V,6,NE,P,5,Upper,OAK,Shade,,
944,6,11,2013,HC,BBLH,,F,V,6,NE,F1,,,,,,
946,6,11,2013,HC,BBLH,,M,V,9,NW,P,2.5,Top,SYCAMORE,Shade,,
947,6,11,2013,HC,BBLH,,M,V,9,NW,H,,,,,,
948,6,11,2013,HC,BBLH,,M,V,9,NW,F1,,,,,,
951,6,11,2013,HC,BBLH,1,F,V,10,E,H,5,,,,,
952,6,11,2013,HC,BBLH,1,F,V,10,E,CM,7,Middle,SYCAMORE,Shade,,
953,6,11,2013,HC,BBLH,1,F,V,10,E,H,,,,,,
954,6,11,2013,HC,BBLH,1,F,V,10,E,F1,,,,,,
955,6,11,2013,HC,BBLH,2,U,S,18,,V,,,,,,
956,6,11,2013,HC,BBLH,,F,V,7,S,FN,3,Middle,ANISACANTHUS,Shade,4,
957,6,11,2013,HC,BBLH,,F,V,7,S,P,6,Middle,MESQUITE,Shade,,
958,6,11,2013,HC,BBLH,,F,V,7,S,F1,,,,,,
960,6,11,2013,HC,BBLH,,F,V,7,NE,F1,,,,,,
961,6,11,2013,HC,BBLH,,F,V,7,NE,P,4,Middle,SALIX,Shade,,
962,6,11,2013,HC,BBLH,,F,V,7,NE,CM,4,Middle,SALIX,Shade,,
963,6,11,2013,HC,BBLH,,F,V,7,NE,F1,,,,,,
972,6,11,2013,HC,BBLH,,M,V,9,E,P,8,Top,UNKNOWN,Sun,,IN A DRY TREE
973,6,11,2013,HC,BBLH,,M,V,9,E,F1,,,,,,ANOTHER BIRD CHASED THE HUMMINGBIRD
974,6,11,2013,HC,BBLH,,M,V,9,E,P,10,Top,SYCAMORE,Sun,,
975,6,11,2013,HC,BBLH,,M,V,9,E,F1,,,,,,
980,6,12,2013,HC,BBLH,,U,S,20,,V,,,,,,
983,6,12,2013,HC,BBLH,,M,V,33,S,F1,,,,,,
984,6,12,2013,HC,BBLH,,M,V,33,S,P,7,Top,AGAVE,Sun,,
985,6,12,2013,HC,BBLH,,M,V,33,S,F1,,,,,,
986,6,12,2013,HC,BBLH,,U,S,37,,V,,,,,,
987,6,12,2013,HC,BBLH,1,U,S,35,,V,,,,,,
992,6,12,2013,HC,BBLH,1,M,V,15,NE,P,5,Upper,MESQUITE,Shade,,
993,6,12,2013,HC,BBLH,1,M,V,15,NE,CD,,,,,,
994,6,12,2013,HC,BBLH,1,M,V,15,NE,F1,,,,,,
995,6,12,2013,HC,BBLH,2,M,V,15,NE,AG,,,,,,
996,6,12,2013,HC,BBLH,2,M,V,15,NE,F1,,,,,,
998,6,12,2013,HC,BBLH,,M,V,70,SE,P,5,Top,MESQUITE,Sun,,
999,6,12,2013,HC,BBLH,,M,V,70,SE,F1,,,,,,
1004,6,12,2013,HC,BBLH,,U,S,10,E,FO,,,,,,
1017,6,12,2013,HC,BBLH,,U,S,15,W,V,,,,,,
1018,6,12,2013,HC,BBLH,,F,V,19,W,P,7,Middle,UNKNOWN,Sun,,IN A DRY TREE
1019,6,12,2013,HC,BBLH,,F,V,19,W,HH,,,,,,
1020,6,12,2013,HC,BBLH,,F,V,19,W,CM,7,Middle,UNKNOWN,Sun,,
1021,6,12,2013,HC,BBLH,,F,V,19,W,F1,,,,,,
1029,6,11,2013,HC,BBLH,,U,C,15,,V,,,,,,NO FLOWERS FOR HUMMINGBIRDS IN POINT COUNT
1033,6,11,2013,HC,BBLH,,M,V,17,E,FO,2,,,Sun,,
1075,6,10,2013,HC,BBLH,1,M,V,13.5,E,P,4,Upper,,Sun,,
1076,6,10,2013,HC,BBLH,1,M,V,13.5,E,AG,,,,,,
1077,6,10,2013,HC,BBLH,1,M,V,13.5,E,F1,,,,,,
1078,6,10,2013,HC,BBLH,2,M,V,15,E,F1,,,,,,
1079,6,10,2013,HC,BBLH,2,M,V,15,E,CD,,,,,,
1083,6,11,2013,HC,BBLH,,U,C,15,,FN,3,Upper,CHILOPSIS,Sun,,
1084,6,11,2013,HC,BBLH,,M,V,,,FN,3,Upper,CHILOPSIS,Sun,12,
1085,6,11,2013,HC,BBLH,,M,V,,,P,3,Upper,CHILOPSIS,Sun,,
1086,6,11,2013,HC,BBLH,,M,V,,,FN,3,Upper,CHILOPSIS,Sun,5,
1087,6,11,2013,HC,BBLH,,M,V,,,P,2.5,Upper,CHILOPSIS,Sun,,
1088,6,11,2013,HC,BBLH,,M,V,,,FN,3,Upper,CHILOPSIS,Sun,2,
1089,6,11,2013,HC,BBLH,,M,V,,,P,2.5,Upper,CHILOPSIS,Sun,,
1090,6,11,2013,HC,BBLH,,M,V,,,FN,3,Upper,CHILOPSIS,Sun,5,
1091,6,11,2013,HC,BBLH,,M,V,,,HG,2.5,Upper,CHILOPSIS,Sun,,
1124,6,12,2013,HC,BBLH,,M,V,21.5,N,F1,,,,,,
1134,6,12,2013,HC,BBLH,,M,V,5,N,F1,,,,,,
1135,6,12,2013,HC,BBLH,,M,V,5,N,FN,3,Upper,CHILOPSIS,Sun,24,
1136,6,12,2013,HC,BBLH,,M,V,5,N,F1,,,,,,
1140,6,12,2013,HC,BBLH,2,M,V,25,E,F1,,,,,,
1141,6,12,2013,HC,BBLH,2,M,V,25,E,FN,9,Upper,CHILOPSIS,Sun,8,
1142,6,12,2013,HC,BBLH,2,M,V,25,E,P,,,,,,
1143,6,12,2013,HC,BBLH,2,M,V,25,E,FN,,,CHILOPSIS,,,
1144,6,12,2013,HC,BBLH,2,M,V,25,E,F1,,,,,,
1149,6,12,2013,HC,BBLH,,M,V,6,S,F1,,,,,,
1150,6,12,2013,HC,BBLH,,M,V,6,S,FN,6,Middle,CHILOPSIS,Sun,7,
1151,6,12,2013,HC,BBLH,,M,V,6,S,F1,,,,,,
1160,6,12,2013,HC,BBLH,,U,S,20,,V,,,,,,
1161,6,12,2013,HC,BBLH,,U,C,,,V,,,,,,
1497,6,24,2013,HC,BBLH,,M,V,15,,FN,3,Middle,CHILOPSIS,Sun,7,
1498,6,24,2013,HC,BBLH,,M,V,15,,AG,,,,,,AGAINST UNKNOWN HUMMINGBIRD
1503,6,24,2013,HC,BBLH,,F,V,10,S,FN,3,Middle,CHILOPSIS,,21,
1504,6,24,2013,HC,BBLH,,F,V,10,S,P,1.299999952,Upper,DRY BUSH,Sun,,
1505,6,24,2013,HC,BBLH,,F,V,10,S,F1,,,,,,
1518,6,25,2013,HC,BBLH,1,U,V,20,,H,,,,,,
1519,6,25,2013,HC,BBLH,1,U,V,20,,P,7,Upper,MESQUITE,Shade,,
1527,6,25,2013,HC,BBLH,2,M,V,7,,FN,3,Middle,CHILOPSIS,Shade,37,
1528,6,25,2013,HC,BBLH,,M,V,12,,FN,3,Middle,CHILOPSIS,Shade,24,
1529,6,25,2013,HC,BBLH,,F,V,4,W,F1,,,,,,
1530,6,25,2013,HC,BBLH,,F,V,4,W,P,2,Middle,OAK,Sun,,
1531,6,25,2013,HC,BBLH,,F,V,4,W,F1,,,,,,
1532,6,25,2013,HC,BBLH,,F,V,25,W,P,1,,ANISACANTHUS,Sun,,
1533,6,25,2013,HC,BBLH,,F,V,25,W,FN,0.600000024,,ANISACANTHUS,Sun,9,
1534,6,25,2013,HC,BBLH,,F,V,25,W,P,1,,ANISACANTHUS,Sun,,
1535,6,25,2013,HC,BBLH,,F,V,25,W,FN,0.600000024,,ANISACANTHUS,Sun,2,
1536,6,25,2013,HC,BBLH,,F,V,25,W,P,1,,ANISACANTHUS,Sun,,
1537,6,25,2013,HC,BBLH,,F,V,25,W,F1,,,,,,
1540,6,24,2013,HC,BBLH,,M,V,12,S,F1,,,,,,NO FLOWERS IN POINT COUNT
1541,6,24,2013,HC,BBLH,,M,V,12,S,P,8,Upper,,,,NO FLOWERS IN POINT COUNT
1542,6,24,2013,HC,BBLH,,M,V,12,S,F1,,,,,,NO FLOWERS IN POINT COUNT
1543,6,24,2013,HC,BBLH,,U,V,29.5,E,FO,,,,,,NO FLOWERS IN POINT COUNT
1545,6,24,2013,HC,BBLH,,M,V,6,N,F1,,,,,,NO FLOWERS IN POINT COUNT
1546,6,24,2013,HC,BBLH,,M,V,6,N,P,3,Upper,,,,NO FLOWERS IN POINT COUNT
1547,6,24,2013,HC,BBLH,,M,V,6,N,F1,,,,,,NO FLOWERS IN POINT COUNT
1548,6,24,2013,HC,BBLH,,F,V,12,W,FN,4,Upper,AGAVE,,,
1549,6,24,2013,HC,BBLH,,F,V,12,W,F1,,,,,,
1550,6,24,2013,HC,BBLH,,M,V,5,S,FO,,,,,,
1551,6,24,2013,HC,BBLH,,F,V,6,S,FO,,,,,,
1555,6,25,2013,HC,BBLH,,M,V,12,N,F1,0.5,,,,,JUVENILE
1556,6,25,2013,HC,BBLH,,M,V,12,N,B,0.600000024,,,,,JUVENILE
1557,6,25,2013,HC,BBLH,,M,V,12,N,H,1,,,,,JUVENILE
1558,6,25,2013,HC,BBLH,,M,V,12,N,F1,,,,,,JUVENILE
1559,6,25,2013,HC,BBLH,1,M,V,5,,F1,1,,,,,
1560,6,25,2013,HC,BBLH,1,M,V,5,,B,0.600000024,,,,,
1561,6,25,2013,HC,BBLH,1,M,V,5,,H,1,,,,,
1562,6,25,2013,HC,BBLH,1,M,V,5,,P,1.5,,,,,
1563,6,25,2013,HC,BBLH,1,M,V,5,,F1,,,,,,
1564,6,25,2013,HC,BBLH,1,M,V,5,,B,0.600000024,,,,,
1570,6,25,2013,HC,BBLH,,U,V,15,N,H,0.400000006,,,,,
1571,6,25,2013,HC,BBLH,,U,V,15,N,F1,0.600000024,,,,,
1572,6,25,2013,HC,BBLH,,U,V,15,N,H,,,,,,
1573,6,25,2013,HC,BBLH,,U,V,15,N,F1,,,,,,
1574,6,25,2013,HC,BBLH,,M,V,15,N,F1,,,,,,
